review,sentiment
"This is one of the greatest 80s movies!!! It sticks out like a \turd in a punchbowl\""!! I can't believe Mad Magazine denounced it or whatever. And yet, they proudly put their name on a show with \""Stuart\"", \""I-speak-a-no-enlish Chinese lady\"" and \""UPS guy on speed\"". What's up with that? And, I LOVE Ron Leibman-he's foxy!! Wonder why he had his name removed from the credits? It was his funniest role that I know of. Of course, he's not nearly as foxy as he was in Norma Rae. But, in my opinion, this movie is right up there with National Lampoon's Vacation. If you liked movies such as Porky's, Fast Times, Last American Virgin, or any of the other 80s teen-focused movies, you'll love this one!! Rent it and you'll see what I mean!!""",1
"Lock Up Your Daughters is one of the best high-spirited comedies I have ever seen.<br /><br />It is misunderstood since it lacks the \social commentary\"" values that many films of the day (1969) required to be successful.<br /><br />The characters are over-the-top satires of everyday people and played to that purpose by all of the actors.<br /><br />Christopher Plummer shines especially bright as Lord Foppington, a noble with hair too big to fit in the door.<br /><br />The plot involves the usual 18th century stuff; mistaken identities, thwarted romances, corrupt government officials, and jokes at every turn.<br /><br />It answers the questions: What happens when 4 rambunctious, eager to party sailors are on leave in a small British coastal town? And, who do they get involved with and how does it all turn out?<br /><br />Despite doing poorly at the box office, it has great costumes, excellent music(based on the Mermaid Theatre musical of the same name), great,lively acting and sets that are obviously authentic.<br /><br />That it has never been released on either VHS or DVD is truly a shame, since so many bad movies are released every day.""",1
"After watching the Next Action Star reality TV series, I was pleased to see the winners' movie right away. I was leery of such a showcase of new talent, but I was pleasantly surprised and thrilled. Billy Zane, of course, was his usual great self, but Corinne and Sean held their own beside him. It was also nice to see Jared and Jeanne (also from the competition) in their cameo roles. Sean's character, not Billy's, is the hunted, and his frustration at discovering new rules in the game is well played. Corinne walks the tightrope well between her character liking Sean's and only being in it for the money. I loved how the game was played right to the last second. And then beyond! Not a great movie, but an entertaining one all the way and a great showcase for two folks on their first time out of the gate.",1
"First, let's all agree that Lorenzo Lamas could never be considered a skilled actor, barely even decent, sometimes just plain lousy. However, in this piece of @*!^ called SnakeEater, the film industry as a whole sank.<br /><br />First, let's start with the plot. A Vietnam vet named Jack Kelly, aka Soldier (who is supposed to be as tough as a strap of leather and then some, which you can believe when he shoves a palate of nails through 2 guys' feet and pins them to the floor), gets word that his family has been killed and his sister kidnapped. Therefore he goes on a solo mission to save his sister. Had some potential, but still pretty thin to begin with.<br /><br />Now, the acting. Being an actor myself, I am qualified to say that this was some of the WORST acting in the history of the art!!!!! Lamas is, well, himself. The jackasses playing the Clampets/Deliverance rejects should be strung up and shot for their so-called performances which are insulting to actors everywhere, especially talented ones who never get their big break!<br /><br />Finally, the action. The gunfighting is so-so at BEST, and the fist-fighting is deplorable. I've seen more real-looking fights at the Renaissance Festival (and those were pretty fake-looking)!<br /><br />Readers, listen to me: AVOID THIS PIECE OF CACA AT ALL COSTS! IF IT WERE THE ONLY FILM IN EXISTENCE, YOU STILL WOULD WANT TO AVOID IT! For the sake of your brain-cell count, do NOT watch this thing!",0
"REALLY??? <br /><br />I am truly amazed to see the glowing reviews here! <br /><br />This is one of the worst movies I have ever seen. It is one big pathetic, grainy, cliché. I would have laughed out loud, and a lot, but was on a date with an ex-military guy. I could not hide my other response, BOREDOM. Yes, I think my date, a flat-line \good old boy\"", liked it. That's not a compliment. I know an actor wants to work.... Fine for the others. But Ralph, come on.<br /><br />It was a painful tease from Ralph. I vote a 2 only because Ralph looked SO STUNNING. But I must plead, Ralph, how could you? And, why?? <br /><br />I'm going to go watch The End of The Affair to heal and recover now.... C1""",0
"I remember seeing this movie shown several years ago on the Lifetime TV network and thought it was an interesting story. Several years later I see it again and fall head over heels in love with this movie. The story behind the movie is fascinating in and of itself. The cast just makes it that much more appealing. Meryl Streep is definitely at the top of her game in this picture. She nails Mrs. Chamberlain's mannerisms, the accent, and even look. She shows the pain, hurt, surprise, and anger that Lindy had to endure, and in the process it's hard to remember that it ISN'T Lindy. In my opinion, this performance of Meryl's was better than her Oscar-winning turn in \Sophie's Choice\"", and should have garnered her her third Oscar. Sam Neill is perfect as Michael Chamberlain, and for some surprising reason, wasn't recognized by the Academy with at least a nomination. In all, this movie only receive ONE Oscar nod (Streep's for Best Actress.) However, it did receive several Australian Oscars and nominations.<br /><br />Definitely a top-rate movie: it tells a great story and you get great performances from the entire cast.""",1
"Carnosaur 3: Primal Species (1996) D: Jonathan Winfrey. Scott Valentine, Janet Gunn, Rick Dean, Anthony Peck, Rodger Halston, Terri J. Vaughn, Billy Burnette. Why even bother reviewing this movie? Another stupid dinosaur movie in which top secret military guys discover those lethal (and very fake-looking) prehistoric monsters running around killing people in gory ways. The original was bad enough, the sequel was even worse. This falls somewhere in between, though unrelated to either of the previous CARNOSAUR films. RATING: 2 out of 10. Rated R for graphic violence and gore, grisly images, and profanity.",0
"The world may have ended. Unfortunately this film survived as yet another testament to Canada's inability to make movies that go beyond the execrable. Maybe it's because all our really good people (Norman Jewison, Martin Short et al) go to Hollywood.) In fact it's too bad Short wasn't cast in this apallingly pretentious and banal film. He might have given it some credibility. The Canadian government should realize --- and this movie is a magnificent example --- that shovelling money into the trough does not result in good cinema. If the people lapping up these public funds had had to compete, they might have been forced to come up with something worthwhile. As it is they have produced yet another snickering embarassment.",0
"Director Vincenzo Natali first showed his penchant for character-based sci-fi flicks with his 1997 short film \Elevated\"", wherein 3 people remain trapped in an elevator while unseen monsters roam the building. His follow-up feature project \""Cube\"", released later that year, had a very similar premise, this time with 6 people and instead of an elevator it was a vast expansion of interlocking cubic deathtraps. Both were admirable attempts to take the sci-fi genre a step further, by deliberately declining to show almost any visual stimulation, choosing instead to spend as much time as possible focusing on the human element, how the characters act, react and interact under incomprehensible and dangerous conditions. After his exploration into the mainstream with 2002's \""Cypher\"", Natali has come back to his bizarre character-film trend to bring us \""Nothing\"", his latest, and by far most optimistic and comedic take on the wide cinematic world of \""What If?\""<br /><br />Dave (David Hewlett) and Andrew (Andrew Miller) are life-long friends, brought together by a mutual detachment from society and a lack of any one else to be with. Dave, who has always been hindered by a selfish and somewhat dimwitted nature, lives rent-free with Andrew at his ill-located and ill-constructed house, where he often takes advantage of Andrew's neurotic and antisocial mentality. Despite all this, the two misfits are happy together, until one day their deep character flaws, coupled with some astronomically bad luck, land them in the middle of some pretty serious, jail-sentence-worthy trouble. On top of this, they discover that their house has been deemed unfit for existence and is scheduled to be demolished before sunset, so in the hazy, nightmarish panic of everything going wrong for them, they wish that the whole world would just disappear. And it does.<br /><br />Going any further with the synopsis would compromise a lot of the film's slow (occasionally too slow) reveal about what's happened to Dave and Andrew, and how they deal with their new reality. Natali's fascination with studying human behavior under duress (ala The Birds) is here in spades, but simply by making the main characters friends rather than strangers, he's able to break away from the thriller-horror element of this premise to open it up to a more comfortable and optimistic level. It's almost as if he's made the aphoristic opposite of \""Cube\"".<br /><br />Of course, the film is not 85 minutes of laughter and sunshine. In keeping with fundamental realism, our two anti-heroes' dynamic often becomes antagonistic, sometimes with rather nasty results. Like the \""Desert Island\"" game, the film looks at how even best friends, when left alone together, can fall apart, but at the same time it shows that friends are vital to the quality of existence. In a very twisted, sci-fi way, this is a feel-good flick, with good heart and good intentions.<br /><br />However, there are a few qualms to be had with \""Nothing\"". While the two lead actors, Hewlett and Miller, do well with their parts, their characters are not nearly as interesting as they should have been, considering it is completely up to them to entertain us for the better part of an hour. There is some development in the relationship and personalities of Dave and Andrew, some background is given, but ultimately not enough. A generous viewer will sit through the less-engaging portions of the film to see it through to the end, but cynics will probably give up pretty fast.<br /><br />Acting, as mentioned, is adequate, and considering the amount of 'green-screen' work that would've been needed, reasonably convincing. David Hewlett and Andrew Miller, who both wrote co-wrote the screenplay, have been long-time friends of Vincenzo Natali: Hewlett has in fact featured in every film Natali has made. Perhaps it was their creative input that steered this film in a more positive direction. Nonetheless, the story could have been a lot more involving. Granted, it is relatively entertaining considering that (no pun intended) nothing really happens, but you get the impression that, in more experienced hands, a lot more could've been done with this premise.<br /><br />In all fairness, \""Nothing\"" is an impressive piece of work in many ways. The concept is interesting, the direction is inventive, the script works on a human level and, most of all, it shows a progression in Natali's creative mentality. For fans of his work, this will be a delight, and for others it will be a nice way to pass a little unwanted time. It's just a shame that the director's fixation on human drama prevented it from being the great, fun film it could have been.""",1
"I watched this movie after seeing other comments on IMDb, even convincing my wife that it was a \unique horror movie.\"" I wanted to like this movie, but was unable to.<br /><br />The \""love story\"" was good, but the horror aspect was quite bad. If the story was just about a young man who fell in love with a girl suffering from parasomnia, then it would have been a better movie.<br /><br />The care centre stretched credulity well past the limits, in fact it was quite ridiculous. The doctor happily ignors privacy laws and professionalism. A nurse goes into a room for a routine feeding of a dangerous patient (without security escort), and drops the tray and runs out of the room screaming for no apparent reason. The forensic patient (and the film's villain) is tied up in a standing position fully clothed - apparently for years? None of it makes much sense.<br /><br />The movie even had some actors that I've liked in other things, such as the detectives, but still I can't recommend this movie.""",0
"When this film was made, the hippie thing had gone mainstream. The ideas of the counter culture was well established, that is why such a big film could be made. Yet it has something to say, and it is said really beautifully. Apart from those who're only waiting for the wanking material, this film is given credit for its beautiful scenes(which in itself is more than enough reason to see the film) by the most. The soundtrack to this film, which actually became more popular than the film itself, is another plus. Pink Floyd's \Careful with that axe Eugene\"" suits really well with the explosions, the absence of music in other scenes gives the film a nice quiet mood. But. It seems as though the messages in this film have been overlooked by the most. If you didn't understand it, which seems to be the case for the most, I'll give you some hints: The man(tough guy, what ever his name is-Mark?) is a part of a \""reality group\"". He leaves this group saying something like \""I'm willing to die. But not of boredom\"" He later go for a joyride with a stolen plane, probably to seek some action. As he is in the air, Grateful Dead's Dark Star(from the Live/Dead album) is played(i think). This song contains the phrase \""Shall we go you and I while we can\"", this is though not heard in the film.(Perhaps stretching it a bit too far meaning that quote is essential?) In the plane, he checks up a girl(Daria), who is driving in her car to a conference(about giving typical suburban families the opportunity to live in a super-relaxing place in the desert, where everything is so simple and nice. For the whole family!), by diving down, almost hitting the car. He lands the plane, and joins the girl on her way to Detroit. They stop at Zabriskie point, where they enjoy each other as living creatures and the nature. Later a family with a big car(of the type which you sleep in) and a speed boat is showed visiting Zabriskie Point, the father saying something like \""what a waste driving all the way up here\"", and the kid sitting inside the car, grinning. I sensed a \""this wasn't much better than on the telly\""-attitude. Daria takes Mark back to the plane which now is painted in a psychedelic style, with the identity number changed to \""no war\"" on one side and \""no words\"" on the other. \""Bucks Sucks\"" is also written on the plane. Mark takes the plane back to where he stole it from, saying to Daria before he leaves \""I don't risk anything\"" or something, one of several hints about he not caring too much about his destiny. (This because he has the feeling that the environment that surrounds don't give him anything- \""I wonder what happens in the real world\"") On the airport he is met by police officers who shoots him even though he just has returned the plane. Daria hears this on the radio, but decides to go to the conference in the fancy mansion. Here she feels alien after the adventures with her just killed friend. She enjoys fresh water running down a rock, more than the swimming pool. Inside the house the viewer is once again given a hint about anti-materialism -She looks out through a glass wall, holding her hands on the glass like she was trapped. The business men is seen arguing, the one side eager to make a big deal, the other afraid of losing money. Daria leaves the house and looks back at it, visualizing it blowing up. After the house, several other things blow up, for example a television. She smiles, happy she has inside herself destroyed what she after the meeting with Mark look upon as something negative.<br /><br />To summarize: Mark obviously experience the \""reality group\"" as not very useful as they just sit and talk, taking no action. He clearly has bad feelings about things being as they are, and it seems like he feels that it's no use fighting against it. He wants to leave. He helps Daria, who is \""in mind but not in action\"" seeing his point of view. Where his feeling of being misfitted turns out leading to his death, one can hope Daria uses the ideas in a way that will turn out more constructive. In the film you see how a town (LA) is being polluted by commercial (too bad you have to show the commercial to make the point), you see business men deciding what is the future, et cetera, and you see people being unhappy with these and other situations which is parts of the modern world.<br /><br />I have only seen the film once, so I have not caught all points, but I certainly got a feeling of what this film has to say, and I find it strange that this film can be called meaningless. If you say the points are being too obvious, I can see why, this film probably intended to appeal to the post-hippie radicals \""digging\"" the thoughts of anti-establishment. Even though, it has a lot to say, and its message is still needed today, things pretty much evolving in the same direction as it did before the sixties. Zabriskie Point is a really great film, telling a story about quite normal young people (not far out hippies tripping around tip toe on acid, digging everything) seeking what they percept as real, dissatisfied with the conventional. And it is done in a truly beautiful way.""",1
When the Grinch came out I was excited though I thought it was going to be a happy go lucky film and it was. Though it did have a little Nightmare before Christmas touch to it. You know kind of dark and spooky. I loved this film because it helped fill people with the Christmas spirit. So mostly the Grinch saved Christmas. And what happened then well in Whoville they say that the Grinch's small heart grew three sizes that day. MERRY GRINCHMAS!,1
"The hysterical thing about this movie is that, according to the director, it has difficulty finding a distributor in the U.S. because most of them that viewed it couldn't reconcile the seemingly conflicting messages of Christianity and American angst. The thought of anyone seeing this as a religious film in anyway is laughable.<br /><br />Because a minister at a mission prays with the homeless or wishes someone \Godspeed\"" this makes it a \""Christian\"" movie? One could interpret that it is actually mocking religion for in the \""Land of Plenty\"" with all of its material excess, the best an organized mission can do is hand out a bowl of soup and a bible verse. Plenty of unfortunate or downtrodden maybe? Plenty of useless homeless missions? How about plenty of psycho Vietnam vets? As a pill-popping delusional survivor of agent \""pink\"" are we to think America is a \""Land of Plenty\"" of paranoid patriots? Maybe we have plenty of psychiatric patients? Certainly we don't have plenty of people concerned about Palestine politics based on the main characters phone conversation in the film. Of course if you worked in a German homeless shelter the unfortunate there would be much more concerned about peace in a distant land than their own personal survival as the world knows how Europe is the \""Continent of Plenty\"" when it comes to sophistication.<br /><br />Indeed I agreed with the title in the end as the United States is the \""Land of Plenty\"" and in this particular case it refers to the abundance of poor scripts, amateur acting and dispassionately directed films. Life is too short and one, even an American, doesn't have \""plenty\"" of time to waste watching this piece.""",0
"\Look, I know this may suck right now, but pain is temporary, film is forever. Whatever you do right now is burned into celluloid for all time and for thousands of years to come.\""  Robert De Niro<br /><br />This was initially a film for Steven Spielberg, the director hiring several screenwriters to adjust the screenplay so that it more suited his themes. And so we have a dysfunctional family that is threatened by a deranged monster in the form of a recently released from prison Robert De Niro. Like \""Jurassic Park\"", \""Poltergeist\"" and \""War of the Worlds\"", the dysfunctional family bands together to defeat the beast, the beast being the creation of the father, a lawyer who failed to defend De Niro during his trial. <br /><br />In typical Spielberg fashion, the father kills the monster that undermines the family and is then promptly absolved of his sins. Like Oscar Schindler, Robin Williams, Sam Niel, Tom Cruise and virtually every \""daddy\"" figure in Spielberg land, the father reclaims his paternal duty in the kind of bittersweet coda that Spielberg so enjoys.<br /><br />But Spielberg eventually abandoned the picture and the project was instead turned over to Martin Scorsese, who at the time was seeking to try his hand at more commercial fare. The result is arguably the worst film in Scorsese's filmography, and, ironically, his most illuminating.<br /><br />An artist's failures or misfires are often very revealing, exposing the inner workings of their art. When the story doesn't work, the characters don't connect or the images don't sear, we find ourselves left with a kind of inner core. This  the remaining carcass- is what the director's cinema is about.<br /><br />Now \""Cape Fear\"" is an impersonal film, so we won't find any thematic connections to the rest of Scorsese's filmography (\""You already sacrificed me!\"" De Niro yells, but the films themes of Catholic redemption are cookie cutter). What the film does, though, is expose the kind of language that his filmography hinges on. Watch how Scorsese's camera desperately whips back and forth, how he zooms frantically onto doorknobs and windows in an attempt to force tension and how his characters are all loud and screaming for attention. But more importantly, watch how the film makes no spatial sense. A showdown on a boat at the end of the film takes place on an obvious sound-stage, a street parade is claustrophobic and takes place within no larger context and the family's house doesn't seem to exist anywhere in particular. There is simply no geographical sense to anything in the picture, Scorsese unable to film space or create any kind of spatial environment. <br /><br />The reason for this is that Scorsese's camera always has to be bound, or intimately tethered, to his central character. For the world around the character to make sense, his camera has to be focused on the character. Resnais can take you around a French Hotel, Welles and Hitchcock can dance you down a street and up a building, Cameron can give you a tour of the Titanic, Scott can recreate an entire future cityscape, Lucas can give you an alien desert planet, and most other directors can create a sense of space by textbook \""close up-mid shot-wide shot\"" combinations, but Scorsese can't do this. There's no poetry, no sense of tangible space in his films. He's all about the character. You break that tether, you leave that boxing ring, that taxi cab, you look away from De Niro, and everything collapses. He simply cannot break away from this very documentarian style of shooting, which, in a way, is a prerequisite for action film-making.<br /><br />Scorsese tried to rectify this problem with \""Gangs of New York\"", where the space and the sets become the central character, but even this self consciously spatial experiment gets sabotaged by the magnetism of Daniel Day Lewis, the actor drawing Scorsese's camera inexorably toward him like a moth to a bulb.<br /><br />5/10  Even as a generic B-movie, this is an ugly, vulgar looking film. Look at the matte paintings, the inept attempts at tension, the silly rotorscoped special effects and hokey fistfight showdown. Still, we have Robert De Niro to pick up the slack. De Niro, who gives his body over to Scorsese like a tattooed Christ, gives the film its only great scene. In an improvised romantic sequence with young a Juliette Lewis, he sticks his thumb into her mouth and kisses her. A kind of symbolic rape, the girl runs away, both aroused and repelled by this man's interest.<br /><br />But De Niro's performance, so deliciously over the top, simply can't be imitated by Scorsese. You'd need the operatic tone and the baroque visuals of someone like De Palma to make this work. But Scorsese? Nope.<br /><br />Worth one viewing.""",0
"An American In Paris is an integrated musical, meaning that the songs and dances blend perfectly with the story. The film was inspired by the 1928 orchestral composition by George Gershwin. <br /><br />The story of the film is interspersed with show-stopping dance numbers choreographed by Gene Kelly and set to popular Gershwin tunes. Songs and music include \I Got Rhythm,\"" \""'S Wonderful,\"" and \""Our Love is Here to Stay\"". It set a new standard for the subgenre known as the \""songbook\"" musical with dozens of Gershwin tunes buried in the underscore. The climax is \""The American in Paris\"" ballet, an 18 minute dance featuring Kelly and Caron set to Gershwin's An American in Paris, featuring an Impressionistic period daydream in the style of various painters, is one of the longest uninterrupted dance sequences of any Hollywood film. The ballet alone cost more than half a million dollars, a staggering sum at the time.<br /><br />It's funny to think of such a work of art being born over a pool game between film producer Arthur Freed (SINGIN' IN THE RAIN, WIZARD OF OZ, ON THE TOWN, MEET ME IN ST. LOUIS and THE BAND WAGON) and Ira Gershwin. It was Freed's idea to buy the title so he could use if in a film about Paris and Gershwin's idea that it would only use Gershwin music.<br /><br />Original cast was to have Cyd Charisse but she discovered she was pregnant before shooting began. A major reason Gene Kelly suggested Leslie Caron as the female lead was because he felt this movie needed a \""real\"" French girl playing Lise, not just an American actress playing one. Gene Kelly discovered Leslie Caron while vacationing in Paris where he saw her perform in a ballet. When she got the call to audition, she said, \""Who's Gene Kelly?\"" According to Leslie Caron, her introductory dance sequence, which included a seductive dance with a chair, was considered too suggestive by some censors. Gene Kelly directed the brief fantasy dance sequences shown as Lise is introduced.<br /><br />Vincente Minnelli first wanted Maurice Chevalier in the Georges Guétary part, and 'Celeste Holm' in the 'Nina Foch' part.<br /><br />Minnelli was a groundbreaking director of musicals with Meet Me in St. Louis (1944), An American in Paris, and The Band Wagon (1953). He used color and songs in ways they hadn't been used before. He used space and time imaginatively. Best of all, though, he allowed himself to cut loose for the long ballet sequences that end all his movies. The ballet in An American in Paris may be his best work.<br /><br />Even though Vincente Minnelli is credited as the sole director, he was sometimes tied up with his divorce from Judy Garland and other directing projects, leaving Gene Kelly to take over the directing duties.<br /><br />Other highlights include Guetary's rendition of \""Stairway to Paradise\""; Oscar Levant's fantasy of conducting and performing Gershwin's \""Concerto in F\"" (see why it was Oscar Levant's favorite.)<br /><br />The ballet sequence, now that we know it was successful everybody now wants to take credit for it, Freed, Minnelli, Kelly but before the film was completed the New York office of MGM said no to spending a half million dollars on a ballet. So Freed went to studio head Louis B. Mayer himself and got him to agree, New York said no. Finally Gene Kelly showed the New York office how a British film, THE RED SHOES used a long ballet sequence and that film became a world wide hit  and is still considered today the premium example of a successful art film. Well the financial guys finally gave in and signed the checks.<br /><br />There was a break in production after 1 November 1950, at which point Gene Kelly began rehearsing the ballet choreography. By the time production for that final sequence resumed on 6 December, Vincente Minnelli had finished directing another film - Father's Little Dividend (1951).<br /><br />Irene Sharaff designed a style for each of the ballet sequence sets, reflecting various French impressionist painters: 'Raoul Dufy' (the Place de la Concorde), Edouard Manet (the flower market), Maurice Utrillo (a Paris street), Henri Rousseau (the fair), 'Vincent Van Gogh' (the Place de l'Opera), and Henri de Toulouse-Lautrec (the Moulin Rouge). The backgrounds took six weeks to build, with 30 painters working nonstop.<br /><br />Roger Ebert said after viewing the recent restoration, \""An American in Paris has many qualities, not least its famous ballet production number, with Kelly and Leslie Caron symbolizing the entire story of their courtship in dance.\"" An American In Paris is often compared to SINGIN' IN THE RAIN as to which it the greatest musical ever made, and one critic put it best when he said, \""SINGIN' IN THE RAIN makes me happy and An American In Paris makes me feel good.\"" The ballet represents Kelly's fantasies as depicted by the great French artists (Renoir, Rousseau, Lautrec, Dufy) he admires. Arranging a screening for the then ailing Raoul Dufy, the actor and producer ducked out until the end credits. There, relieved, they found the artist, moved to tears, requesting a second helping of the sumptuous finale.<br /><br />The film was also the first to win a Golden Globe award for Best Motion Picture (comedy or musical.)<br /><br />Gene Kelly received an honorary Academy Award that year for \""his versatility as an actor, singer, director and dancer, and specifically for his brilliant achievements in the art of choreography on film.\"" It was his only Oscar.""",1
"I understand wanting to make a movie that is edgy and different. I understand the previous reviewer comments that this is a miss-understood movie. My point is as soon as this movie ended my first comment was: \ this is what happens when a rich princess wants to be a movie star and has no talent\"".....she uses daddy's' money to make a movie she wrote, directs, and pays for.....obviously to close to the movie to realize there was no character development and no directions such as a beginning, middle and ending.....the voyeur part was good and edgy but what was the point? I saw a women go to a house, find some pictures, screw the caretaker, come out side on a very cold night (not believable) to check on noise and runs over her caretaker lover....movie ends......some one educate my ignorant arss?? I really want to know what the point is....what was the directors' vision.....why no development of the dead lover? Why no background on the caretaker? What is the point of the night vision? What is the point of the lipstick on the car? Why a dead caretaker? Why tell us about an escaped mental patient/peeping tom? What's with the urn? Oh and the lamp is that suppose to signify whose' house this is? Territorial? Why? Why would the caretaker feel like it's his house? that aspect was never pursued......as for William Defoe...I rented this movie because he was in it and known for edgy characters.....write back and do tell me what I need to learn....I am just a mom in middle America who loves movies....Chris....""",0
"What do I say about such an absolutely beautiful film? I saw this at the Atlanta, Georgia Dragoncon considering that this is my main town. I am very much a sci-fi aficionado and enjoy action type films. I happened to be up all night and was about ready to call it a day when I noticed this film playing in the morning. This is not a sci-fi nor action film of any sort. Let me just start out by saying that I am not a fan of Witchblade nor of Eric Etebari, having watched a few episodes(his performance in that seemed stale and robotic). But he managed to really win me over in this performance. I mean really win me over. Having seen Cellular, I did not think there was much in the way of acting for this guy. But his performance as Kasadya was simply amazing. He was exceedingly convincing as the evil demon. But there was so much in depth detail to this character it absolutely amazed me. I later looked it up online and found that Eric won the Best Actor award which is well deserved considering its the best of his career and gained my respect. Now I keep reading about the fx of this and production of this project and let me just say that I did not pay attention to them (sorry Brian). They were very nicely done but I was even more impressed with the story - which I think was even more his goal(Seeing films like Godzilla with huge effects just really turned me off). I could not sleep after this film thinking it over and over again in my head. The situation of an abusive family is never an easy one. I showed the trailer to my friend online and she almost cried because it affected her so having lived with abuse. This is one film that I think about constantly and would highly recommend.",1
"the cover of the box makes this movie look really good, don't be fooled. splatter university came out in 1984 which was the last good year for horror, but this movie sucks. the characters are so annoying. only the teacher is cool. there is like no plot to this movie, who the hell would ever produce this waste of a film?<br /><br />spoilers up ahead<br /><br />the teacher dies in this, and it was a female, we all know that we must have a female surviver, if you're going to break the rules do it in a good horror flick not this waste",0
"i'm gonna give it to ya straight...this movie is amazing. foreign gay films are so fast surpassing American gay films in production quality acting and story. while so many American indie gay films are grainy, bad sound, amateur acting, trite story lines, and a surprising lack of any nudity or erotica, top-quality foreign gay films have been popping up like this one from France. the cinematography is beautiful, thought out, meaningful. the story is adult and complex (but not difficult for anyone to follow), the acting is intense and professional. both leads are fantastic, as well as the entire cast. the boys are more than just good-looking and there's plenty of full frontal nudity. you follow the entire year of these boys, from their meeting to the end. all the little nuances of a relationship's, the details of falling in, and out, of love are there beautifully performed. it left me wanting more. check it out!",1
"I'm normally a sucker for romantic films which are well-filmed and well-acted out. This is a romantic (period) film set in 17th-century Italy, but filmed in French with English subtitles. The fact that it is a period film means it will inevitably be slower-paced than films set in the modern day era, so it Will bore some. If you can overlook that fact, it is actually a really good film. The scenery, the costumes, and the cinematography are beautiful, and the main actors and actress are very compelling in their portrayals, projecting the intensity of the emotions that are running through the plot. The story is like a sad love story with an unhappy ending. Its easy to believe that this is an accurate portrayal of the real-life characters. In spite of the fact that I was really moved by the main characters and the storyline, I decided to check out the validity of the story and found out that the main theme of the movie's story - that of an sad unfinished love story - was completely fabricated. <br /><br />In real life, Artemisia was raped by Tassi initially, rather than submitting to his advances willingly and passionately as the movie had portrayed. She continued to have sexual relations with him only because he had repeatedly promised to marry her. When they were in court, he had *not* admitted guilt of rape out of pity for Artemisia's torture (unlike what the movie portrays). In reality, he had tried to portray Artemisia as a loose, promiscuous woman with insatiable sexual urges. In the movie, his sister testified in court that Tassi had a wife and had sexual relations with his sister-in-law, and Tassi's character was all the while made to appear as if his sister had been slandering him regarding his alleged affair with his sister-in-law (although he admits to having had a wife back in Florence). Needless to say, in reality it wasn't really like that at all. In fact, far from it. Tassi was really responsible in the planned murder of his wife, whom he had begotten from rape. And to add to that, Tassi really had sexual relations with his sister-in-law, impregnating her in the process, but all this wasn't really mutual as well - again, he had raped his sister-in-law before. <br /><br />So now we have a clear picture of the real Tassi as a multiple sex offender, what do we make of the film Artemisia's portrayal of him as a lover? We take it as an attempt to make this movie into a romantic film... that this film was never made to be historically accurate... Apart from these points just mentioned, there were other historical inaccuracies like in its interpretation of Artemisia's art (in real-life, she was never really influenced by Tassi's painting style, and she was actually considered a much better painter than Tassi ever was.) One thing remains true and its the fact that Artemisia Gentileschi has been credited as the first woman painter in history, and although her mastery of the art rivalled many of her male peers, she had always experienced difficulty in getting enough credit for her work because of her gender as a woman, in 17th century Italy.<br /><br />Enjoy this film for its own sake, for it is a pretty good romantic drama, but take its historical references with a grain of salt.",1
"\Fever Pitch\"" is a sweet and charming addition to the small genre of sports romances as date movies or movies a son could be willing to go to with his mother (though the guys in the audience got noticeably restless during the romantic scenes).<br /><br />I have lived through a milder version of such a story, as my first exposure to baseball was dating my husband the spring after the Mets first World Series win and then I watched the Mets clinch their next one because I was the one still up in the wee hours with our two little sons, who have grown up to teach me more about baseball through our local neighborhood National League team's other heartbreaking failures to win it again (and it was me who took our older son to his only Fenway Park game as I caught a bit of Red Sox fever as a graduate student in Boston).<br /><br />So compared to reality, the script believably creates two people with actual jobs. It is particularly impressive that Drew Barrymore's character is a substantive workaholic who has anti-Barbie skills, though she pretty much only visits with her three bland girlfriends during gym workouts that allow for much jiggling and the minor side stories with her parents don't completely work.<br /><br />It is even set up credibly how she meets Jimmy Fallon's math teacher and how she falls for his \""winter guy\"" -- though it's surprising that his Red Sox paraphernalia filled apartment didn't tip her off to his Jekyll-and-Hyde \""summer guy.\"" Their relationship crisis during the baseball season is also played out in a refreshingly grown-up way, from efforts at compromise to her frank challenges to him, centered around that they are both facing thirty and single. Fallon surprisingly rises to his character's gradual emotional maturity.<br /><br />While the ending borrows heavily from O. Henry, the script writers did a yeoman job of quickly incorporating the Sox's incredible 2004 season into a revised story line (with lots of cooperation from the Red Sox organization for filming at the stadium).<br /><br />The script goes out of its way to explain why Fallon doesn't have a Boston accent, as an immigrant from New Jersey, but that doesn't explain why his motley friends don't. The most authentic sounding Boston sounds come from most of his \""summer family\"" of other season ticket holders, who kindly kibitz the basics of Sox lore to neophyte Barrymore (and any such audience members).<br /><br />The song selection includes many Red Sox fans' favorites, from the opening notes of the classic \""Dirty Water,\"" though most are held to be heard over the closing credits as if you are listening to local radio and are worth sitting through to hear.""",1
